FECHA_CREACION,NUMERO_PQR,descripcion,clasificacion
2023-01-12 20:45:28,MDM-PQR-36277744,pedir ajuste factura bajo ofrecio oferta retencion basica permanente asesoramiento dejar caso seguimiento evidenciar descuento parametrizado incluir cobro pausa vivo incluido deber validar proxima factura garantizar oferta justificacion penalizacion ajuste ajustado front incluido ajuste incluido diferencia ajuste correctoajuste bajo ley favorabilidad bajo diar,0
2022-12-21 14:56:16,MDM-PQR-35815117,incremento facturacion,1
2023-02-27 16:47:54,MDM-PQR-37372173,correspondiente suspension ajustar facturacion asesoramiento cerrar caso gestionado escrito deber garantizar cerrar ciclo justificacion penalizacion ajustado front incluido ajuste incluido diferencia ajuste correcto,0
2023-02-08 16:49:08,MDM-PQR-36959464,verificar factura,1
2023-01-26 16:17:14,MDM-PQR-36603373,elviejofelpo twitter alterar arqavalderramayahoocom dirar estar cobrar retire cancele indicado hacer,1
2023-02-22 11:02:27,MDM-PQR-37257517,pago extemporaneo,0
2022-12-14 10:25:14,MDM-PQR-35679066,desear contratar,0
2023-02-21 15:47:53,MDM-PQR-37237355,solicitar descuento factura asesor indico podia hacer pago parcial,0
2022-12-05 20:57:46,MDM-PQR-35525913,suspension pago,1
2023-01-20 09:28:38,MDM-PQR-36436664,factura aumento,1
2023-01-20 17:31:57,MDM-PQR-36451427,valioso informacion facturacion,1
2022-12-30 09:14:27,MDM-PQR-35979413,solicitar aclaracion factura,1
2022-12-06 09:57:54,MDM-PQR-35534346,incremento factura,1
2023-01-06 13:58:18,MDM-PQR-36152967,indicandono solicitar cancelacion ahora genero factura,1
2022-12-30 16:43:46,MDM-PQR-35992089,concepto facturar,0
2023-01-18 16:27:54,MDM-PQR-36400516,suspension pago,0
2023-01-27 07:07:16,MDM-PQR-36615716,realacer pago diar ayer todavio suspendido acordo asesor cobranza saldo pago ayer,0
2023-02-02 14:45:52,MDM-PQR-36800615,desear informacion factura descuento aplicado,1
2023-01-03 12:05:10,MDM-PQR-36056795,aplicar descuento factura,0
2023-02-02 21:33:47,MDM-PQR-36814988,querer saber plan querer cancelar mejor oferta,1
2022-12-26 12:23:13,MDM-PQR-35883759,deacuerdir cobro reconexion realizar,1
2023-02-07 15:15:26,MDM-PQR-36928130,validar hacer mas menos acto querer validar recibo coincidir promocion operar,0
2023-01-05 12:36:09,MDM-PQR-36121788,factura llevar cobranza factura devir,1
2023-02-01 11:22:45,MDM-PQR-36756029,zapato suave dirar descripcion llego mensaje factura habia aumentado diar,1
2023-01-27 13:18:27,MDM-PQR-36631016,clima ta g factura incremento ley,1
2022-12-13 08:35:19,MDM-PQR-35652674,entrar entrar querer saber incremento,0
2023-01-25 13:35:42,MDM-PQR-36563935,querer saber vence clausular permanencia,1
2023-02-10 10:37:44,MDM-PQR-36999508,querer saber si beneficio venir tenia perder plan,1
2023-02-16 18:13:04,MDM-PQR-37139118,solicitar informacion informacion incremento factura,0
2023-02-18 10:47:13,MDM-PQR-37170716,suave inactivo,0
2022-12-20 19:43:02,MDM-PQR-35799544,querer validar plan mas economico cancelar,0
2023-02-15 15:08:26,MDM-PQR-37109284,lampreaclientesolicitar informacion plan realacer,0
2023-01-20 07:30:17,MDM-PQR-36433937,desear verificar,1
2022-12-06 09:13:45,MDM-PQR-35532758,concepto facturaurado,1
2022-12-13 08:06:04,MDM-PQR-35652073,desear verificar factura,1
2023-01-17 11:27:11,MDM-PQR-36364636,aumento factura,1
2023-02-07 12:17:39,MDM-PQR-36921737,realizar pago factura salir peso solicitar realizar factura correspondiente proximo ir pagar error,1
2023-01-10 09:12:46,MDM-PQR-36198308,viaje enviar tiempo ofrecer suspension solidario pierda antiguedad aceptar poder volver solicitar suspension si regresado nuevamente respuesta reclar generar tramitar suspension solidario corregir decir ahi confirmar si tenia conocimiento suspension solidario principio indico tenia idea resultado descubrio mentia brinder recoja suspendido pago retomar hecho pagado retirar,1
2023-02-22 17:14:17,MDM-PQR-37271838,pariasinformacionon aumento factura,0
2022-12-05 11:16:49,MDM-PQR-35507637,solicitar informacion aumento factura,0
2022-12-13 13:15:30,MDM-PQR-35662202,edwinsport besar acerca solicitar informacion acerca cobro concepto facturar,1
2023-01-18 16:45:53,MDM-PQR-36401129,aclaracion factura,0
2023-01-14 09:05:00,MDM-PQR-36304883,solicitar extension fecha vencimiento factura,0
2023-02-09 22:03:17,MDM-PQR-36992126,inconformidad factura costo valido concepto paquetir voz enir enir consumo fijo movil mo dar,1
2023-01-02 14:08:02,MDM-PQR-36030646,informacion factura estar llegar factura tamil habiar ofrecido descuento ciento llamado querer envien factura,0
2023-01-23 19:07:42,MDM-PQR-36516754,solicitar informacion,1
2023-02-13 14:35:46,MDM-PQR-37057935,informacion factura,0
2023-01-23 12:59:03,MDM-PQR-36502733,envio factura,0
2023-01-14 10:37:56,MDM-PQR-36307055,informacion factura,0
2023-01-20 16:02:46,MDM-PQR-36448726,adquirir indicar tenia descuento cierto llegar bien facturacion diar hoy llego factura mas normal,1
2023-01-24 13:53:47,MDM-PQR-36537096,solicitar informacion factura,0
2023-01-18 07:42:54,MDM-PQR-36383326,querer dirar ip,1
2022-12-29 14:54:45,MDM-PQR-35965469,,0
2022-12-29 17:15:38,MDM-PQR-35969023,forro querer saber beneficio dar retencion pagar mil peso aplicar,1
2023-01-11 11:18:56,MDM-PQR-36232567,solicitar informacion factura,0
2022-12-23 09:01:28,MDM-PQR-35846209,suscriptor inconformidad descuento aplicado,1
2022-12-26 17:25:32,MDM-PQR-35894210,informacion factura,0
2023-02-02 10:53:51,MDM-PQR-36789818,llegar facturar,0
2023-02-24 12:51:00,MDM-PQR-37313003,revisar costo factura,0
2023-01-25 20:40:25,MDM-PQR-36578307,llegar facturacion mas elevado normal,0
2022-12-22 09:09:05,MDM-PQR-35826283,informacion,1
2023-01-11 15:02:16,MDM-PQR-36241908,incremento factura,0
2022-12-14 17:22:22,MDM-PQR-35691253,concepto facturar cancelar ir,0
2023-02-21 11:12:26,MDM-PQR-37225970,rat solicitar informacion actual factura,1
2023-01-24 08:46:41,MDM-PQR-36524782,llego mensaje deuda realacer pago,0
2023-01-20 19:58:24,MDM-PQR-36454400,saber razon factura llego,1
2023-01-31 08:57:11,MDM-PQR-36718977,informacion factura,1
2023-01-16 16:02:12,MDM-PQR-36346618,desear informacion factura llego incremento desear informacion,0
2023-02-09 12:41:08,MDM-PQR-36977543,informar llegar mensaje pagado factura genero pago,0
2022-12-27 18:13:41,MDM-PQR-35919902,informacion concepto facturar,1
2023-01-16 10:08:37,MDM-PQR-36333618,validar factura,1
2023-01-02 12:05:41,MDM-PQR-36025509,indicar factura volver cobrar factura junto realacer pago,1
2022-12-02 06:20:44,MDM-PQR-35451619,pagar pagina,1
2023-02-03 16:11:53,MDM-PQR-36837795,aclaracion factura,0
2023-01-19 07:20:57,MDM-PQR-36408698,plan facturacion,1
2023-02-20 15:57:15,MDM-PQR-37209138,concepto facturabl factura,1
2022-12-06 13:30:16,MDM-PQR-35541977,senoro indicandono llego factura,1
2023-01-21 21:27:27,MDM-PQR-36476079,solicitar informacion llegar mensaje cobro factura hacer aclaracion pago diar fallo paliativo escucha entrecortado caer llamado intentar devolver,0
2023-02-16 11:19:52,MDM-PQR-37126297,facturacion,1
2023-02-04 19:26:16,MDM-PQR-36864363,solicitar duplicado factura,0
2023-02-15 08:07:48,MDM-PQR-37096653,chato solicitar saber subio factura,1
2023-01-03 22:18:25,MDM-PQR-36074043,confirmar aumento factura,0
2023-01-16 12:32:05,MDM-PQR-36339298,contacta desear saber incremento factura si contratar decir,1
2022-12-29 15:38:39,MDM-PQR-35966654,cobro realizar,0
2022-12-30 15:35:53,MDM-PQR-35990539,llamar cambiar llamar logitech hacer retomar,1
2022-12-28 14:09:48,MDM-PQR-35938725,herreracliente solicitar validar tipo envio factura solicitar retirar adicional,1
2023-01-26 14:42:23,MDM-PQR-36599311,suave dirar peticion solicitar factura llegar fisico,0
2023-02-28 09:54:26,MDM-PQR-37384239,solicitar informacion concepto facturar,1
2023-02-24 16:39:27,MDM-PQR-37320377,solicitar informacion factura,1
2023-02-10 11:55:50,MDM-PQR-37002987,querer querer generar suspension mencionar fibra querer seguir mas llamado dejar esperar atender requerimiento acuerdo facturado parecer costoso,1
2023-01-05 17:06:42,MDM-PQR-36132492,aclaracion factura,0
2023-01-10 11:05:17,MDM-PQR-36202524,forro acerca solicitar informacion concepto facturar,1
2023-01-30 18:49:52,MDM-PQR-36708640,desear cancelar incremento factura clausular permanecio contrato contesta forma grosero,1
2022-12-27 18:48:21,MDM-PQR-35920561,solicitar ajuste factura directv informar radical queja enganos,1
2023-02-24 12:29:26,MDM-PQR-37312236,solicitar actualizar envio todo factura,1
2023-02-06 09:07:02,MDM-PQR-36883359,verificar oferta factura cancelar,1
2022-12-09 14:37:34,MDM-PQR-35594486,manifestar inconformidad monto factura garanticir fijo deber pagar querer si realmente valer,1
2023-02-25 13:51:53,MDM-PQR-37335578,solicitar aclarar dudar sorar factura,1
2022-12-28 13:54:29,MDM-PQR-35938320,solicitar traslado ip,1
2022-12-20 14:31:40,MDM-PQR-35790960,desear validar factura generado,0
2023-01-20 08:35:04,MDM-PQR-36435150,concepto facturar,1
2023-02-07 13:37:10,MDM-PQR-36924684,llegar incrementado factura,1
2023-01-22 13:03:24,MDM-PQR-36482160,solicitar duplicado factura,0
2023-01-05 17:45:35,MDM-PQR-36133741,informacion concepto facturar,1
2022-12-27 16:44:32,MDM-PQR-35917697,solicitar informacion aumento facturacion,0
2023-02-07 16:52:14,MDM-PQR-36931596,desear anadir deco,1
2023-02-10 16:41:35,MDM-PQR-37012797,solicitar correcion factura digitacion evidenciar concepto facturar cobrar paquetir voz television saw valido burdel television contratar,0
2023-01-12 10:59:32,MDM-PQR-36260665,querer saber cuanto factura,1
2022-12-09 14:18:50,MDM-PQR-35593969,facturacion inactivo,1
2023-02-08 18:45:58,MDM-PQR-36962334,concepto facturar,1
2023-02-09 18:00:28,MDM-PQR-36988043,desear informacion concepto facturar momento generar contratacion dar oferta descuento tarifa primero,0
2023-02-13 10:26:55,MDM-PQR-37048531,informacion caso mandar investigar,0
2023-02-21 10:20:29,MDM-PQR-37223688,recibir transferencia errado molestar estar cobrar factura pagar acordo persona realacer traslado,1
2023-01-27 15:36:32,MDM-PQR-36636665,rodrigu solicitar validar concepto facturar,1
2023-02-27 14:34:17,MDM-PQR-37367265,tomar japetoyahoocom dirar descripcion descuento retencion realizar incremento factura,1
2023-02-06 10:09:34,MDM-PQR-36885799,solicitar informacion factura llego elevado,1
2023-01-03 08:00:24,MDM-PQR-36047147,social twitter tomar valer estar cobrar corresponder,1
2023-01-26 10:18:42,MDM-PQR-36587517,solicitar saber proque llego factura,1
2022-12-21 16:29:14,MDM-PQR-35817618,validacion factura,0
2023-01-27 11:12:45,MDM-PQR-36624795,palizar adicion decodificador,1
2022-12-28 13:44:44,MDM-PQR-35938060,concepto facturar,0
2023-02-17 11:31:23,MDM-PQR-37150548,poder generar pago,1
2023-02-14 12:52:28,MDM-PQR-37081354,solicitar informacion facturacion,0
2022-12-27 14:05:21,MDM-PQR-35913056,desear saber cobro factura brindar informacion,1
2023-01-18 18:52:55,MDM-PQR-36404297,informacion factura ser estar generar cobro adicional solicitar cancelacion,1
2022-12-01 09:29:02,MDM-PQR-35428540,informacion plan contratar,0
2023-01-16 12:17:48,MDM-PQR-36338747,informacion factura,1
2023-02-01 08:17:55,MDM-PQR-36749017,espito d solicitar informacion factura,0
2023-01-13 07:45:05,MDM-PQR-36280286,informacion facturacion,0
2023-01-10 14:38:09,MDM-PQR-36210464,solicitar validacion factura concepto facturar,0
2023-02-27 08:36:08,MDM-PQR-37353220,brindar aclaracion renta mensual,0
2023-01-14 13:38:36,MDM-PQR-36311397,factura,0
2023-01-02 08:57:21,MDM-PQR-36017904,bovedo solicitar informacion concepto facturar realacer plan,1
2023-01-25 08:04:09,MDM-PQR-36552008,llegar factura descuento aplicar segun,0
2023-01-19 15:23:52,MDM-PQR-36424673,validar facturar adjuntado plan,1
2023-02-08 09:28:40,MDM-PQR-36943321,deis entrada gimnasiodevisyahoo factura elevado,1
2023-02-22 08:26:48,MDM-PQR-37251037,validar funcionar noche presentar fallo,0
2023-01-20 11:01:56,MDM-PQR-36439455,validar generar cobro mil peso adicional plan,1
2022-12-22 13:59:34,MDM-PQR-35834381,solicitar pagar factura acuerdo pago acumular factura,0
2023-01-19 11:55:22,MDM-PQR-36417275,h h desear informacion incremento ley,0
2023-02-02 18:37:06,MDM-PQR-36810200,factura,1
2023-02-23 13:13:25,MDM-PQR-37288772,requerir retirar incremento ley,1
2022-12-30 11:52:03,MDM-PQR-35984557,telefono dirar n,0
2023-02-21 16:19:58,MDM-PQR-37238649,validar concepto facturar cobro winsportsport,0
2023-02-20 13:05:57,MDM-PQR-37203538,factura llegar,1
2023-01-25 11:13:03,MDM-PQR-36558269,solicitar informacion factura,1
2023-01-18 18:20:11,MDM-PQR-36403577,informacion detallado factura,0
2022-12-24 11:14:03,MDM-PQR-35864439,consultar factura,1
2023-01-28 15:36:35,MDM-PQR-36660528,ajuste fallo,1
2023-01-27 14:20:46,MDM-PQR-36633756,factura llego parecer llego si pagado anterior comprobante pago,1
2023-02-01 11:58:56,MDM-PQR-36757637,pequen saber incremento factura,0
2023-02-28 09:40:21,MDM-PQR-37383740,cobrar,0
2023-02-06 23:03:35,MDM-PQR-36909582,factura llego mas,1
2022-12-22 12:38:55,MDM-PQR-35832432,consulta factura,1
2023-01-30 10:36:37,MDM-PQR-36687084,incremento factura,1
2022-12-06 12:50:22,MDM-PQR-35540715,solicitar factura,0
2023-01-24 09:46:20,MDM-PQR-36527182,validar factura,0
2023-01-02 20:18:06,MDM-PQR-36041704,consultar factura aplicar descuento promocion,0
2022-12-22 09:24:04,MDM-PQR-35826657,recoger,0
2023-01-04 11:38:50,MDM-PQR-36087705,concepto facturar informacion incremento anual,0
2023-01-24 14:00:01,MDM-PQR-36537305,mas,1
2023-01-24 13:22:54,MDM-PQR-36535979,concepto facturar,0
2023-01-04 10:13:38,MDM-PQR-36083687,factura,1
2022-12-10 09:24:57,MDM-PQR-35605962,facturacion estar cobrar decodificador hacer quitar,0
2022-12-29 22:53:40,MDM-PQR-35974284,comun ir validar factura,1
2023-01-11 12:09:29,MDM-PQR-36234732,perder mosqueo factura nunca llegar,1
2023-02-14 15:54:39,MDM-PQR-37087186,gustar d mencionar factura subio mas mil peso querer cancelar incorporar tarifa aparte habiar indicado ir dentro precio establecido,1
2022-12-06 06:54:51,MDM-PQR-35529484,promocion,1
2022-12-02 15:42:23,MDM-PQR-35467684,hacer plan incrementar,0
2023-02-22 17:03:07,MDM-PQR-37271518,refinanciar pago cancelar cobro ir hbo paramount reconexion,0
2023-01-02 13:56:02,MDM-PQR-36030233,factura,0
2022-12-01 12:23:42,MDM-PQR-35435382,validar concepto facturar,0
2023-01-10 10:22:01,MDM-PQR-36200826,sexto validar facturacion,1
2023-01-16 15:06:53,MDM-PQR-36344614,nombreangie leth telefono dirar d desear clientesaber factura,1
2023-02-10 12:18:17,MDM-PQR-37003974,concepto facturacion,1
2022-12-22 10:43:59,MDM-PQR-35829015,concepto facturar,0
2023-02-17 20:08:33,MDM-PQR-37164547,desear informacion concepto facturar,1
2023-01-25 10:52:19,MDM-PQR-36557427,senoro desear dar informacion plan debido querer validar proceso facturacion debido generar facturacion acordar alrededor mil despues alrededor mil peso repetidor adicional directv mas hbo parar existir promocion,0
2023-01-24 12:51:34,MDM-PQR-36534759,explicacion facturacion,0
2023-01-24 14:42:09,MDM-PQR-36538797,johnarto twitter arto dirar tenia suspendido cancele aun asi decir factura pendiente nunca usar modem tenia,1
2023-02-11 10:44:43,MDM-PQR-37023377,saber solicitar validar concepto facturar solicitar validar descuento escalonado,1
2023-02-28 12:48:00,MDM-PQR-37390394,informacion promocion plan,0
2022-12-12 08:54:36,MDM-PQR-35628169,desear validar concepto facturar,0
2023-02-22 15:22:38,MDM-PQR-37267845,querer validar factura incremento creer anual ano tal querer confirmar si ano volver incrementar si,1
2023-01-30 07:51:05,MDM-PQR-36680580,cubilloenvio factura actualizacion,1
2022-12-12 12:22:21,MDM-PQR-35635577,validar factura,1
2023-02-08 10:00:45,MDM-PQR-36944498,llegar factura llego fecha limite pago,0
2022-12-17 08:09:59,MDM-PQR-35735550,consulta factura,1
2022-12-09 11:13:17,MDM-PQR-35587468,copia factura,0
2023-02-08 11:38:46,MDM-PQR-36948215,,1
2023-02-03 12:57:21,MDM-PQR-36830629,facturacion,0
2023-01-18 09:52:41,MDM-PQR-36386504,solicitar validar factura informar referir incremento ley,1
2023-01-26 14:08:54,MDM-PQR-36597659,solicitar informacion factura incremento ley,1
2022-12-26 10:00:30,MDM-PQR-35877620,realacer ajuste factura,1
2023-02-09 11:19:44,MDM-PQR-36974589,incremento factura,1
2023-01-20 13:41:16,MDM-PQR-36444192,parecer pagar factura vez,1
2023-02-11 16:12:40,MDM-PQR-37030898,pago recibo telefono pagar mas,0
2022-12-01 16:25:42,MDM-PQR-35443145,factura,1
2023-02-24 09:42:39,MDM-PQR-37306183,justamente justamente solicitar fecha facturacion,1
2023-02-28 13:18:29,MDM-PQR-37391369,inetrtelefono llego cobro paquetir telefonia voz adicional llego cobro winsport nunca acto,1
2022-12-21 10:08:39,MDM-PQR-35806687,informacion factura fecha expedicion,0
2022-12-04 14:25:45,MDM-PQR-35495152,factura,0
2022-12-22 13:11:47,MDM-PQR-35833272,cobrar pactado contrato recibir factura descuento factura condicion patado contrato desear pagar facturado radicar cun respuesta front,1
2023-02-24 13:01:42,MDM-PQR-37313338,desear saber instalar si paso ano pasar cancelacion,0
2023-02-17 09:59:13,MDM-PQR-37147393,querer consultar plan si diar pago,0
2023-01-11 20:57:23,MDM-PQR-36252026,amanecio pasar,1
2022-12-29 14:47:18,MDM-PQR-35965252,indicar genero cobro factura manera elevado,0
2023-01-05 12:48:12,MDM-PQR-36122418,factura llego mas costoso querer retirar hbo paramount,0
2023-02-18 12:24:27,MDM-PQR-37173527,facturacion incrementado salir informar reconexion,0
2023-01-11 17:03:39,MDM-PQR-36246382,concepto facturar,1
2023-02-02 13:58:41,MDM-PQR-36798381,solicitar informacion facturacion tema cobrar factura,0
2023-01-16 13:43:39,MDM-PQR-36341802,informacion factura,0
2023-02-13 08:49:28,MDM-PQR-37045270,validar contratar,0
2023-02-10 13:50:16,MDM-PQR-37007603,cbmsyahoocom tv solicitar compensacion fallo,1
2023-02-01 16:09:50,MDM-PQR-36767610,duplico,0
2023-02-02 15:28:36,MDM-PQR-36802516,martinezcliente solicitar validar concepto facturar,1
2023-02-08 09:09:14,MDM-PQR-36942604,facturacion,1
2022-12-30 12:10:29,MDM-PQR-35985141,inconformidad aumento facturacion,0
2022-12-26 16:36:05,MDM-PQR-35892793,validar costo facturacion,1
2022-12-29 17:10:21,MDM-PQR-35968921,validar cobro facturacion,1
2023-01-30 14:22:44,MDM-PQR-36697885,querer hacer envio factura ayer llamar hacer descuento,0
2022-12-01 19:24:06,MDM-PQR-35447828,factura,1
2023-01-19 15:26:41,MDM-PQR-36424795,incremento factura,1
2023-02-20 10:40:50,MDM-PQR-37198158,lograr,0
2022-12-06 09:17:33,MDM-PQR-35532892,controlar solicitar validar concepto facturar contrato monto peso mensual llego monto mas,1
2022-12-05 17:11:39,MDM-PQR-35520595,asesor decir llamar viernes si estrato,0
2023-02-27 10:19:49,MDM-PQR-37357221,informar envio comprobante pago necesitar reconocer,0
2023-02-28 10:58:06,MDM-PQR-37386523,factura,1
2023-02-16 11:43:38,MDM-PQR-37127176,explicar factura waverly descargar hbo,1
